mjd,filter,visit,detector,DBid,base_PsfFlux_flux,base_PsfFlux_mag,base_PsfFlux_fluxErr,base_PsfFlux_magErr,base_PsfFlux_instFlux,base_PsfFlux_instFluxErr,base_PsfFlux_area,base_PsfFlux_flag,base_PsfFlux_flux_res,base_PsfFlux_instFlux_res,base_PsfFlux_flux_pull,base_PsfFlux_instFlux_pull
61334.14455122452,z,1197652,78,v1197652_d78,17458.317240748718,20.794994047663835,969.7109420644053,0.060306515423607064,18511.837960589815,1028.2111587873046,45.66899871826172,0,15969.457240748718,16933.13282618697,16.468265488220172,16.468536332710382
61363.04728422338,z,1210959,71,v1210959_d71,490676.7998934313,17.173011189449873,1425.4693101883029,0.0031541814065372026,511882.89814336936,1479.275643223297,89.87630462646484,0,486207.8998934313,507220.860965313,341.086192749533,342.8846160544454
61363.04773422338,z,1210960,167,v1210960_d167,590097.4918063574,16.972690578285455,1490.4922601948924,0.0027423966925390923,614973.741623569,1546.2139859240895,92.00163269042969,0,585628.6818063573,610316.5437122675,392.9095758805096,394.7167399003405
61366.045466224525,z,1213070,87,v1213070_d87,76213.30915728919,19.194922952594233,1349.6520509545185,0.019227167954656826,78741.47986084405,1394.3348083447036,112.99398040771484,0,72302.48915728918,74700.9289692163,53.57120682042047,53.57459953101088
61379.04830522106,z,1221665,102,v1221665_d102,-105256.73766894052,,1034.2051910350415,0.010667953842415954,-111777.50794255576,1097.5646439004838,33.05062484741211,0,-108262.23766894052,-114969.20196197323,-104.6815840873809,-104.74936724765479
61337.14515821992,y,1199248,99,v1199248_d99,583470.2160926193,16.984953270283714,2497.467582107967,0.004647351140326126,284481.0027644692,1215.2350494316815,107.576904296875,0,581194.5060926194,283371.44096517697,232.7135336035341,233.18241281610403
61337.15189522106,y,1199263,142,v1199263_d142,500462.5062035441,17.151571133917457,2412.7441743063805,0.005234365552647958,244276.61435800212,1175.8066935559505,104.17739868164062,0,498184.9462035441,243164.93338510036,206.4806337566904,206.80689667593683
61340.137037222215,y,1200841,141,v1200841_d141,-71278.29826288186,,1833.5937091227368,0.027929946748574516,-35129.12722084371,903.6106500820503,79.59225463867188,0,-74343.59826288186,-36639.843894703015,-40.54529522707119,-40.5482647768439
61343.10572321991,g,1202926,76,v1202926_d76,-2947.768172422512,,208.40186941956563,0.07675958268527862,-7008.004838156475,495.44453170736756,25.901872634887695,0,-7130.518172422512,-16952.047422994267,-34.215231333011594,-34.21583313186496
61343.10617022107,g,1202927,18,v1202927_d18,-402.48693526370033,,197.53280146407076,0.5328583250443305,-959.3833409556682,470.846689248133,27.654653549194336,0,-4585.3469352637,-10929.809334834485,-23.21309119942659,-23.21309586414985
61351.291199223386,g,1205374,95,v1205374_d95,,,,,,,51.20477294921875,1,,,,
61355.27670722223,g,1206079,188,v1206079_d188,15132.69831296993,20.95020906494705,234.6223067610147,0.01683360942152471,36032.319274156616,558.5613589429854,36.58394241333008,0,11402.62831296993,27150.68624511784,48.59993267641256,48.60824296277397
61355.30234622452,g,1206128,9,v1206128_d9,51582.58856541622,19.618742168704387,293.04284206344073,0.006168112768710733,122545.89682238258,695.1952729727826,37.30414962768555,0,47856.94856541622,113694.81145162153,163.31041641704965,163.5437061668179
61356.103080221066,g,1206434,107,v1206434_d107,-7082.376841742774,,244.16330756466806,0.03743050515668715,-16769.871832158733,578.1260366886439,54.872901916503906,0,-10669.576841742773,-25263.75539420836,-43.698526810449906,-43.69939042862107
61356.10352922338,g,1206435,92,v1206435_d92,-6294.909270365466,,238.63615104208887,0.04115959385948113,-14913.57005879704,565.3539120765308,52.09872817993164,0,-9882.039270365465,-23412.010984206394,-41.41048716722951,-41.41124786457152
61381.081530221076,u,1223192,164,v1223192_d164,-49985.00547481799,,804.0967490571658,0.017465976932212312,-21336.771183060664,343.13894874107746,57.39558029174805,0,-49985.01186604799,-21336.77391124306,-62.16293241411228,-62.181148451740356
