mjd,filter,visit,detector,DBid,img_mask_area,x_image,y_image,in_ccd,matched,delta_flux,delta_ABmag,instFlux,instFluxErr,psf_eq_NA_px
61366.045466224525,z,1213070,87,v1213070_d87,0.0,2430.8704885857233,479.2660761219197,1,0,3910.82,22.41933043123046,4040.5508916277413,946.2823842801167,113.60050785363441
61379.04830522106,z,1221665,102,v1221665_d102,0.0,2206.7797134771254,2518.7718872730484,1,0,3005.5,22.70520816923841,3191.694019417471,348.7750953751154,33.07422137569609
61337.14515821992,y,1199248,99,v1199248_d99,0.0,1007.0958633260989,3536.2222453381314,1,0,2275.71,23.007207705235686,1109.561799292191,735.606347727263,107.44006640908145
61337.15189522106,y,1199263,142,v1199263_d142,0.0,2721.070416128065,3940.1756577653373,1,0,2277.56,23.006325432895444,1111.6809729017646,707.4722418012062,103.99624480690993
61340.137037222215,y,1200841,141,v1200841_d141,0.0,2755.445432749831,2980.48515619901,1,0,3065.3,22.683817536984037,1510.7166738593055,677.6809005748265,79.61669201914103
61343.10572321991,g,1202926,76,v1202926_d76,0.0,1134.7355268104761,302.46172882599626,1,0,4182.75,22.346345230291845,9944.04258483779,169.92400701700225,25.82506502245092
61343.10617022107,g,1202927,18,v1202927_d18,0.0,126.9061851339618,3286.303435767343,1,0,4182.86,22.346316677446918,9970.425993878816,173.86831689644046,27.68073992135934
61351.291199223386,g,1205374,95,v1205374_d95,0.0,2993.320107715485,3984.048688866492,1,0,4405.73,22.289955303995296,10447.46189318189,210.79692897908535,51.06397049695398
61355.27670722223,g,1206079,188,v1206079_d188,0.0,1137.1290754329552,1607.779501834873,1,0,3730.07,22.470707544923002,8881.633029038776,181.98660630507143,36.522371597402554
61355.30234622452,g,1206128,9,v1206128_d9,0.0,475.7776847127989,888.537631016359,1,0,3725.64,22.471997780716265,8851.085370761046,185.04357704292866,37.360550313761664
61356.103080221066,g,1206434,107,v1206434_d107,0.9,3996.274314431649,177.70568423488498,1,0,3587.2,22.5131110227128,8493.883562049627,215.26558261967128,54.309544656383935
61356.10352922338,g,1206435,92,v1206435_d92,0.0,4021.469932207352,2605.8109649489215,1,0,3587.13,22.513132209787923,8498.440925409353,212.24611729911695,52.545585330011924
61381.081530221076,u,1223192,164,v1223192_d164,0.0,1534.466270486125,535.7479602804624,1,0,0.00639123,36.886038883239586,0.0027281823977595445,82.4395695582016,57.83202451897729
